stsadrid,stojahr,faeinksteuertot,FaVermSteuerTot,Jahrgang,SEX_CD,Zuzug Ort,Zuzug,Wegzug,Wegzug Ort,ZIVIL_CD,Zivilstand,Jahrgang Kind,Name Kind,is_male,age,age_group
1100130,2012,1078.95,0.0,1986,M,Derendingen SO,2009,2017,,VH,verheiratet,0,,True,26,20-29
1100130,2013,407.2,0.0,1986,M,Derendingen SO,2009,2017,,VH,verheiratet,0,,True,27,20-29
1100130,2014,1685.6,0.0,1986,M,Derendingen SO,2009,2017,,VH,verheiratet,0,,True,28,20-29
1105572,2012,2044.5,0.0,1983,F,Obergerlafingen SO,2013,2013,,LE,ledig,0,,False,29,20-29
1099821,2019,2723.55,0.0,1996,M,Beatenberg,1999,,,LE,ledig,0,,True,23,20-29
1099958,2010,0.0,0.0,1984,M,Derendingen SO,2011,,,VH,verheiratet,0,,True,26,20-29
1099932,2017,2781.8,0.0,1988,M,Utzenstorf,1999,,,LE,ledig,0,,True,29,20-29
1099832,2019,0.0,0.0,1999,F,,1999,2019,,LE,ledig,0,,False,20,20-29
1099843,2019,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,20,20-29
1099843,2020,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,21,20-29
1105689,2014,0.0,0.0,1992,F,Wiedlisbach,2004,2014,,LE,ledig,0,,False,22,20-29
1105689,2013,0.0,0.0,1992,F,Wiedlisbach,2004,2014,,LE,ledig,0,,False,21,20-29
1105689,2012,0.0,0.0,1992,F,Wiedlisbach,2004,2014,,LE,ledig,0,,False,20,20-29
1099905,2019,698.9,0.0,1999,M,,1999,2021,,LE,ledig,0,,True,20,20-29
1099923,2019,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,20,20-29
1105647,2012,6624.2,0.0,1983,M,Zuchwil,2004,2021,,VH,verheiratet,0,,True,29,20-29
1105647,2011,8606.0,0.0,1983,M,Zuchwil,2004,2021,,VH,verheiratet,0,,True,28,20-29
1105647,2010,8195.7,0.0,1983,M,Zuchwil,2004,2021,,VH,verheiratet,0,,True,27,20-29
1105574,2011,0.0,0.0,1991,M,Biberist,2004,2015,,LE,ledig,0,,True,20,20-29
1105574,2015,0.0,0.0,1991,M,Biberist,2004,2015,,LE,ledig,0,,True,24,20-29
1099924,2019,0.0,0.0,1998,M,,1999,,,LE,ledig,0,,True,21,20-29
1105574,2014,1477.25,0.0,1991,M,Biberist,2004,2015,,LE,ledig,0,,True,23,20-29
1105574,2013,1470.5,0.0,1991,M,Biberist,2004,2015,,LE,ledig,0,,True,22,20-29
1099932,2010,0.0,0.0,1988,M,Utzenstorf,1999,,,LE,ledig,0,,True,22,20-29
1105574,2012,0.0,0.0,1991,M,Biberist,2004,2015,,LE,ledig,0,,True,21,20-29
1099932,2011,0.0,0.0,1988,M,Utzenstorf,1999,,,LE,ledig,0,,True,23,20-29
1099932,2012,346.45,0.0,1988,M,Utzenstorf,1999,,,LE,ledig,0,,True,24,20-29
1099932,2013,2215.85,0.0,1988,M,Utzenstorf,1999,,,LE,ledig,0,,True,25,20-29
1099932,2014,2241.05,0.0,1988,M,Utzenstorf,1999,,,LE,ledig,0,,True,26,20-29
1099932,2015,2646.8,0.0,1988,M,Utzenstorf,1999,,,LE,ledig,0,,True,27,20-29
1099932,2016,2603.75,0.0,1988,M,Utzenstorf,1999,,,LE,ledig,0,,True,28,20-29
1099924,2018,0.0,0.0,1998,M,,1999,,,LE,ledig,0,,True,20,20-29
1106126,2016,2.7,0.0,1992,M,Biberist SO,2013,2019,,LE,ledig,0,,True,24,20-29
1106126,2017,2.7,0.0,1992,M,Biberist SO,2013,2019,,LE,ledig,0,,True,25,20-29
1106126,2018,2.7,0.0,1992,M,Biberist SO,2013,2019,,LE,ledig,0,,True,26,20-29
1099289,2019,0.0,0.0,1997,M,Biberist,1999,,,LE,ledig,0,,True,22,20-29
1106176,2013,0.0,0.0,1985,M,Zuchwil SO,2012,2013,,LE,ledig,0,,True,28,20-29
1099350,2013,473.55,0.0,1993,M,Mülchi,1999,2016,,LE,ledig,0,,True,20,20-29
1099350,2014,1515.8,0.0,1993,M,Mülchi,1999,2016,,LE,ledig,0,,True,21,20-29
1099350,2015,2700.85,0.0,1993,M,Mülchi,1999,2016,,LE,ledig,0,,True,22,20-29
1099350,2016,0.0,0.0,1993,M,Mülchi,1999,2016,,LE,ledig,0,,True,23,20-29
1106176,2012,392.15,0.0,1985,M,Zuchwil SO,2012,2013,,LE,ledig,0,,True,27,20-29
1106176,2011,0.0,0.0,1985,M,Zuchwil SO,2012,2013,,LE,ledig,0,,True,26,20-29
1099351,2017,102.55,0.0,1997,M,Mülchi,1999,2021,,LE,ledig,0,,True,20,20-29
1099351,2018,882.55,0.0,1997,M,Mülchi,1999,2021,,LE,ledig,0,,True,21,20-29
1099351,2019,936.1,0.0,1997,M,Mülchi,1999,2021,,LE,ledig,0,,True,22,20-29
1099289,2018,0.0,0.0,1997,M,Biberist,1999,,,LE,ledig,0,,True,21,20-29
1099351,2020,633.05,0.0,1997,M,Mülchi,1999,2021,,LE,ledig,0,,True,23,20-29
1106166,2020,0.0,0.0,1996,M,Biberist,2005,,,LE,ledig,0,,True,24,20-29
1099361,2017,3435.3,1.35,1997,M,Horriwil,1999,,,LE,ledig,0,,True,20,20-29
1099361,2018,2126.2,0.0,1997,M,Horriwil,1999,,,LE,ledig,0,,True,21,20-29
1099361,2019,2443.5,0.0,1997,M,Horriwil,1999,,,LE,ledig,0,,True,22,20-29
1099361,2020,2698.2,0.0,1997,M,Horriwil,1999,,,LE,ledig,0,,True,23,20-29
1106166,2019,0.0,0.0,1996,M,Biberist,2005,,,LE,ledig,0,,True,23,20-29
1106166,2018,0.0,0.0,1996,M,Biberist,2005,,,LE,ledig,0,,True,22,20-29
1099363,2019,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,20,20-29
1099363,2020,281.45,0.0,1999,F,,1999,,,LE,ledig,0,,False,21,20-29
1106166,2017,290.25,0.0,1996,M,Biberist,2005,,,LE,ledig,0,,True,21,20-29
1106166,2016,0.0,0.0,1996,M,Biberist,2005,,,LE,ledig,0,,True,20,20-29
1106176,2010,0.0,0.0,1985,M,Zuchwil SO,2012,2013,,LE,ledig,0,,True,25,20-29
1099381,2019,2274.7,0.0,1999,F,,1999,,,LE,ledig,0,,False,20,20-29
1099289,2017,0.0,0.0,1997,M,Biberist,1999,,,LE,ledig,0,,True,20,20-29
1099233,2020,153.9,0.0,1999,F,,1999,,,LE,ledig,0,,False,21,20-29
1099047,2011,257.1,0.0,1985,M,Derendingen SO,2010,2012,,LE,ledig,0,,True,26,20-29
1099047,2012,4826.0,0.0,1985,M,Derendingen SO,2010,2012,,LE,ledig,0,,True,27,20-29
1106447,2012,0.0,0.0,1984,M,Bern BE,2012,2012,,VH,verheiratet,0,,True,28,20-29
1106447,2011,0.0,0.0,1984,M,Bern BE,2012,2012,,VH,verheiratet,0,,True,27,20-29
1106447,2011,1236.5,0.0,1984,M,Bern BE,2012,2012,,VH,verheiratet,0,,True,27,20-29
1106447,2010,1000.0,0.0,1984,M,Bern BE,2012,2012,,VH,verheiratet,0,,True,26,20-29
1099053,2019,271.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,20,20-29
1099053,2020,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,21,20-29
1106435,2011,4372.0,0.0,1982,M,,2005,,,VH,verheiratet,0,,True,29,20-29
1106435,2010,3525.55,0.0,1982,M,,2005,,,VH,verheiratet,0,,True,28,20-29
1099139,2010,2959.55,0.0,1981,M,,1999,2015,,VH,verheiratet,0,,True,29,20-29
1106368,2018,415.55,0.0,1998,F,Lohn-Ammannsegg SO,2016,,,LE,ledig,0,,False,20,20-29
1099162,2019,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,20,20-29
1106424,2020,3349.3,0.0,1998,M,Rheinfelden AG,2005,,,LE,ledig,0,,True,22,20-29
1106424,2019,2430.5,0.0,1998,M,Rheinfelden AG,2005,,,LE,ledig,0,,True,21,20-29
1106424,2018,197.65,0.0,1998,M,Rheinfelden AG,2005,,,LE,ledig,0,,True,20,20-29
1099202,2015,0.0,0.0,1995,M,,1999,2015,,LE,ledig,0,,True,20,20-29
1099230,2019,2350.2,0.0,1999,F,,1999,,,VH,verheiratet,0,,False,20,20-29
1099230,2020,2401.4,0.0,1999,F,,1999,,,VH,verheiratet,0,,False,21,20-29
1099232,2019,871.9,0.0,1999,M,,1999,,,LE,ledig,0,,True,20,20-29
1099232,2020,355.55,0.0,1999,M,,1999,,,LE,ledig,0,,True,21,20-29
1106368,2020,3280.0,0.0,1998,F,Lohn-Ammannsegg SO,2016,,,LE,ledig,0,,False,22,20-29
1106368,2019,2509.05,0.0,1998,F,Lohn-Ammannsegg SO,2016,,,LE,ledig,0,,False,21,20-29
1099233,2019,161.5,0.0,1999,F,,1999,,,LE,ledig,0,,False,20,20-29
1099162,2020,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,21,20-29
1106165,2019,0.0,0.0,1990,M,Biberist,2005,2018,,LE,ledig,0,,True,29,20-29
1106165,2018,1720.15,0.0,1990,M,Biberist,2005,2018,,LE,ledig,0,,True,28,20-29
1099381,2020,2544.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,21,20-29
1106165,2010,0.0,0.0,1990,M,Biberist,2005,2018,,LE,ledig,0,,True,20,20-29
1106127,2020,1492.45,0.0,1992,M,Biberist SO,2010,,,LE,ledig,0,,True,28,20-29
1099541,2016,0.0,0.0,1996,F,Obergerlafingen,1999,2018,,LE,ledig,0,,False,20,20-29
1099541,2017,0.0,0.0,1996,F,Obergerlafingen,1999,2018,,LE,ledig,0,,False,21,20-29
1099541,2018,0.0,0.0,1996,F,Obergerlafingen,1999,2018,,LE,ledig,0,,False,22,20-29
1106127,2019,1856.8,0.0,1992,M,Biberist SO,2010,,,LE,ledig,0,,True,27,20-29
1106127,2018,820.15,0.0,1992,M,Biberist SO,2010,,,LE,ledig,0,,True,26,20-29
1106127,2017,0.0,0.0,1992,M,Biberist SO,2010,,,LE,ledig,0,,True,25,20-29
1099542,2018,1359.45,0.0,1998,M,Obergerlafingen,1999,2021,,LE,ledig,0,,True,20,20-29
1099542,2019,2603.65,0.0,1998,M,Obergerlafingen,1999,2021,,LE,ledig,0,,True,21,20-29
1099542,2020,2775.35,0.0,1998,M,Obergerlafingen,1999,2021,,LE,ledig,0,,True,22,20-29
1099535,2020,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,21,20-29
1106127,2016,0.0,0.0,1992,M,Biberist SO,2010,,,LE,ledig,0,,True,24,20-29
1099580,2013,0.0,0.0,1993,M,Oberburg,1999,2017,,LE,ledig,0,,True,20,20-29
1099580,2014,0.0,0.0,1993,M,Oberburg,1999,2017,,LE,ledig,0,,True,21,20-29
1099580,2015,263.05,0.0,1993,M,Oberburg,1999,2017,,LE,ledig,0,,True,22,20-29
1099580,2016,457.8,0.0,1993,M,Oberburg,1999,2017,,LE,ledig,0,,True,23,20-29
1099580,2017,0.0,0.0,1993,M,Oberburg,1999,2017,,LE,ledig,0,,True,24,20-29
1106127,2014,1818.2,0.0,1992,M,Biberist SO,2010,,,LE,ledig,0,,True,22,20-29
1106127,2013,1949.75,0.0,1992,M,Biberist SO,2010,,,LE,ledig,0,,True,21,20-29
1099589,2019,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,20,20-29
1099589,2020,0.0,0.0,1999,F,,1999,,,LE,ledig,0,,False,21,20-29
1106127,2012,413.5,0.0,1992,M,Biberist SO,2010,,,LE,ledig,0,,True,20,20-29
1106126,2019,0.0,0.0,1992,M,Biberist SO,2013,2019,,LE,ledig,0,,True,27,20-29
1106127,2015,199.5,0.0,1992,M,Biberist SO,2010,,,LE,ledig,0,,True,23,20-29
1099535,2019,0.0,0.0,1999,M,,1999,,,LE,ledig,0,,True,20,20-29
1106165,2011,1216.8,0.0,1990,M,Biberist,2005,2018,,LE,ledig,0,,True,21,20-29
1106165,2012,0.0,0.0,1990,M,Biberist,2005,2018,,LE,ledig,0,,True,22,20-29
1099405,2010,3583.8,0.0,1987,M,,1999,2017,,VH,verheiratet,0,,True,23,20-29
1099405,2010,0.0,0.0,1987,M,,1999,2017,,VH,verheiratet,0,,True,23,20-29
1099405,2011,3349.7,0.0,1987,M,,1999,2017,,VH,verheiratet,0,,True,24,20-29
1099405,2012,3111.65,0.0,1987,M,,1999,2017,,VH,verheiratet,0,,True,25,20-29
1099405,2013,2574.55,0.0,1987,M,,1999,2017,,VH,verheiratet,0,,True,26,20-29
1099405,2014,3816.35,0.0,1987,M,,1999,2017,,VH,verheiratet,0,,True,27,20-29
1099405,2015,2692.15,0.0,1987,M,,1999,2017,,VH,verheiratet,0,,True,28,20-29
1099405,2016,2084.0,0.0,1987,M,,1999,2017,,VH,verheiratet,0,,True,29,20-29
1106165,2017,521.6,0.0,1990,M,Biberist,2005,2018,,LE,ledig,0,,True,27,20-29
1106165,2016,322.2,0.0,1990,M,Biberist,2005,2018,,LE,ledig,0,,True,26,20-29
1099409,2019,0.0,0.0,1999,F,Luterbach SO,2016,,,LE,ledig,0,,False,20,20-29
1099409,2020,0.0,0.0,1999,F,Luterbach SO,2016,,,LE,ledig,0,,False,21,20-29
1099429,2010,3607.8,0.0,1981,M,,1999,,,LE,ledig,0,,True,29,20-29
1099430,2010,1501.2,0.0,1985,M,Zuchwil SO,2015,,,GS,geschieden,0,,True,25,20-29
1099430,2011,0.0,0.0,1985,M,Zuchwil SO,2015,,,GS,geschieden,0,,True,26,20-29
1106165,2015,196.3,0.0,1990,M,Biberist,2005,2018,,LE,ledig,0,,True,25,20-29
1106165,2014,0.0,0.0,1990,M,Biberist,2005,2018,,LE,ledig,0,,True,24,20-29
1099431,2013,0.0,0.0,1993,F,,1999,2019,,VH,verheiratet,0,,False,20,20-29
1099431,2014,0.0,0.0,1993,F,,1999,2019,,VH,verheiratet,0,,False,21,20-29
1106165,2013,0.0,0.0,1990,M,Biberist,2005,2018,,LE,ledig,0,,True,23,20-29
1099431,2015,1103.2,0.0,1993,F,,1999,2019,,VH,verheiratet,0,,False,22,20-29
1099431,2016,3438.2,0.0,1993,F,,1999,2019,,VH,verheiratet,0,,False,23,20-29
1099431,2017,1907.1,0.0,1993,F,,1999,2019,,VH,verheiratet,0,,False,24,20-29
1099431,2018,954.55,0.0,1993,F,,1999,2019,,VH,verheiratet,0,,False,25,20-29
1099431,2019,0.0,0.0,1993,F,,1999,2019,,VH,verheiratet,0,,False,26,20-29
1098250,2013,1084.25,0.0,1989,M,Biberist SO,2017,,,LE,ledig,0,,True,24,20-29
11471,2013,2341.55,0.0,1989,F,,1997,2021,,LE,ledig,0,,False,24,20-29
4850,2014,1859.9,0.0,1986,M,,1986,,,VH,verheiratet,2015,Emil,True,28,20-29
11186,2019,5118.9,0.0,1993,M,Wiler b. Utzenstorf,1996,,,LE,ledig,0,,True,26,20-29
7394,2010,0.0,0.0,1989,F,Feldbrunnen SO,2014,2018,,LE,ledig,0,,False,21,20-29
7394,2014,2551.3,0.0,1989,F,Feldbrunnen SO,2014,2018,,LE,ledig,0,,False,25,20-29
7394,2015,1910.25,0.0,1989,F,Feldbrunnen SO,2014,2018,,LE,ledig,0,,False,26,20-29
7394,2016,6.05,0.0,1989,F,Feldbrunnen SO,2014,2018,,LE,ledig,0,,False,27,20-29
7394,2017,2514.75,0.0,1989,F,Feldbrunnen SO,2014,2018,,LE,ledig,0,,False,28,20-29
7394,2018,0.0,0.0,1989,F,Feldbrunnen SO,2014,2018,,LE,ledig,0,,False,29,20-29
7421,2010,1777.95,0.0,1989,F,,1989,2014,,LE,ledig,0,,False,21,20-29
7421,2011,1984.25,0.0,1989,F,,1989,2014,,LE,ledig,0,,False,22,20-29
7421,2012,2562.5,0.0,1989,F,,1989,2014,,LE,ledig,0,,False,23,20-29
7421,2013,2786.75,0.0,1989,F,,1989,2014,,LE,ledig,0,,False,24,20-29
7421,2014,0.0,0.0,1989,F,,1989,2014,,LE,ledig,0,,False,25,20-29
9298,2011,1005.8,0.0,1982,M,Burgdorf,2001,,,VH,verheiratet,2004,Nikos,True,29,20-29
9298,2010,1153.55,0.0,1982,M,Burgdorf,2001,,,VH,verheiratet,2011,Joline,True,28,20-29
7432,2010,2214.75,0.0,1988,F,Solothurn,1994,2013,,VH,verheiratet,0,,False,22,20-29
7432,2011,2380.5,0.0,1988,F,Solothurn,1994,2013,,VH,verheiratet,0,,False,23,20-29
7390,2015,0.0,0.0,1989,F,Zuchwil SO,2014,2015,,LE,ledig,0,,False,26,20-29
7432,2012,2474.95,0.0,1988,F,Solothurn,1994,2013,,VH,verheiratet,0,,False,24,20-29
7390,2014,668.4,0.0,1989,F,Zuchwil SO,2014,2015,,LE,ledig,0,,False,25,20-29
7390,2011,0.0,0.0,1989,F,Zuchwil SO,2014,2015,,LE,ledig,0,,False,22,20-29
7389,2013,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2017,Amaya,False,24,20-29
7389,2014,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2013,Anaïs,False,25,20-29
7389,2014,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2017,Amaya,False,25,20-29
7389,2015,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2013,Anaïs,False,26,20-29
7389,2015,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2017,Amaya,False,26,20-29
7389,2016,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2013,Anaïs,False,27,20-29
7389,2016,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2017,Amaya,False,27,20-29
7389,2017,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2013,Anaïs,False,28,20-29
7389,2017,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2017,Amaya,False,28,20-29
7389,2018,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2013,Anaïs,False,29,20-29
7389,2018,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2017,Amaya,False,29,20-29
9298,2011,1005.8,0.0,1982,M,Burgdorf,2001,,,VH,verheiratet,2011,Joline,True,29,20-29
9298,2011,1005.8,0.0,1982,M,Burgdorf,2001,,,VH,verheiratet,2009,Lukas,True,29,20-29
9298,2011,1005.8,0.0,1982,M,Burgdorf,2001,,,VH,verheiratet,2007,Micha,True,29,20-29
7390,2010,0.0,0.0,1989,F,Zuchwil SO,2014,2015,,LE,ledig,0,,False,21,20-29
7390,2012,0.0,0.0,1989,F,Zuchwil SO,2014,2015,,LE,ledig,0,,False,23,20-29
7389,2013,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2013,Anaïs,False,24,20-29
7432,2013,0.0,0.0,1988,F,Solothurn,1994,2013,,VH,verheiratet,0,,False,25,20-29
9298,2010,1153.55,0.0,1982,M,Burgdorf,2001,,,VH,verheiratet,2007,Micha,True,28,20-29
9218,2015,0.0,0.0,1991,M,Grenchen,1992,2015,,LE,ledig,0,,True,24,20-29
9218,2014,1909.85,0.0,1991,M,Grenchen,1992,2015,,LE,ledig,0,,True,23,20-29
9218,2013,0.0,0.0,1991,M,Grenchen,1992,2015,,LE,ledig,0,,True,22,20-29
9218,2012,0.0,0.0,1991,M,Grenchen,1992,2015,,LE,ledig,0,,True,21,20-29
9218,2011,0.0,0.0,1991,M,Grenchen,1992,2015,,LE,ledig,0,,True,20,20-29
9217,2013,0.0,0.0,1990,F,Grenchen,1992,2013,,LE,ledig,0,,False,23,20-29
9217,2012,2318.9,0.0,1990,F,Grenchen,1992,2013,,LE,ledig,0,,False,22,20-29
9217,2011,2381.95,0.0,1990,F,Grenchen,1992,2013,,LE,ledig,0,,False,21,20-29
9217,2010,2224.05,0.0,1990,F,Grenchen,1992,2013,,LE,ledig,0,,False,20,20-29
9204,2018,0.0,0.0,1992,M,Biberist,1995,2011,,LE,ledig,0,,True,26,20-29
9204,2017,0.0,0.0,1992,M,Biberist,1995,2011,,LE,ledig,0,,True,25,20-29
9204,2016,0.0,0.0,1992,M,Biberist,1995,2011,,LE,ledig,0,,True,24,20-29
9204,2015,0.0,0.0,1992,M,Biberist,1995,2011,,LE,ledig,0,,True,23,20-29
9204,2014,0.0,0.0,1992,M,Biberist,1995,2011,,LE,ledig,0,,True,22,20-29
9204,2013,0.0,0.0,1992,M,Biberist,1995,2011,,LE,ledig,0,,True,21,20-29
9277,2012,0.0,0.0,1992,M,,1992,,,LE,ledig,0,,True,20,20-29
9298,2010,1153.55,0.0,1982,M,Burgdorf,2001,,,VH,verheiratet,2009,Lukas,True,28,20-29
9277,2013,820.4,0.0,1992,M,,1992,,,LE,ledig,0,,True,21,20-29
9277,2015,119.85,0.0,1992,M,,1992,,,LE,ledig,0,,True,23,20-29
9298,2010,1153.55,0.0,1982,M,Burgdorf,2001,,,VH,verheiratet,2004,Nikos,True,28,20-29
9294,2020,0.0,0.0,1992,M,,1992,,,LE,ledig,0,,True,28,20-29
9294,2019,0.0,0.0,1992,M,,1992,,,LE,ledig,0,,True,27,20-29
9294,2018,1405.0,0.0,1992,M,,1992,,,LE,ledig,0,,True,26,20-29
9294,2017,1488.4,0.0,1992,M,,1992,,,LE,ledig,0,,True,25,20-29
9294,2016,1042.65,0.0,1992,M,,1992,,,LE,ledig,0,,True,24,20-29
9294,2015,170.8,0.0,1992,M,,1992,,,LE,ledig,0,,True,23,20-29
9294,2014,0.0,0.0,1992,M,,1992,,,LE,ledig,0,,True,22,20-29
9294,2013,0.0,0.0,1992,M,,1992,,,LE,ledig,0,,True,21,20-29
9294,2012,0.0,0.0,1992,M,,1992,,,LE,ledig,0,,True,20,20-29
9277,2020,2484.7,0.0,1992,M,,1992,,,LE,ledig,0,,True,28,20-29
9277,2019,2829.1,0.0,1992,M,,1992,,,LE,ledig,0,,True,27,20-29
9277,2018,1228.3,0.0,1992,M,,1992,,,LE,ledig,0,,True,26,20-29
9277,2017,580.05,0.0,1992,M,,1992,,,LE,ledig,0,,True,25,20-29
9277,2016,0.0,0.0,1992,M,,1992,,,LE,ledig,0,,True,24,20-29
9277,2014,1361.05,0.0,1992,M,,1992,,,LE,ledig,0,,True,22,20-29
7389,2012,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2017,Amaya,False,23,20-29
7389,2012,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2013,Anaïs,False,23,20-29
7389,2011,0.0,0.0,1989,F,Oberdorf SO,2013,,,LE,ledig,2017,Amaya,False,22,20-29
7322,2012,0.0,0.0,1988,F,,1988,2017,,VH,verheiratet,0,,False,24,20-29
7322,2013,0.0,0.0,1988,F,,1988,2017,,VH,verheiratet,0,,False,25,20-29
7322,2014,625.55,0.0,1988,F,,1988,2017,,VH,verheiratet,0,,False,26,20-29
7322,2015,0.0,0.0,1988,F,,1988,2017,,VH,verheiratet,0,,False,27,20-29
7322,2016,1648.8,0.0,1988,F,,1988,2017,,VH,verheiratet,0,,False,28,20-29
7322,2017,0.0,0.0,1988,F,,1988,2017,,VH,verheiratet,0,,False,29,20-29
9302,2013,3963.2,0.0,1989,M,Lüterswil SO,1992,2015,,VH,verheiratet,0,,True,24,20-29
9302,2012,2308.3,0.0,1989,M,Lüterswil SO,1992,2015,,VH,verheiratet,0,,True,23,20-29
9302,2011,2308.4,0.0,1989,M,Lüterswil SO,1992,2015,,VH,verheiratet,0,,True,22,20-29
9302,2010,2306.8,0.0,1989,M,Lüterswil SO,1992,2015,,VH,verheiratet,0,,True,21,20-29
9301,2015,863.1,0.0,1986,M,Lüterswil SO,1992,2020,,FT,verheiratet (freiw. getr.),0,,True,29,20-29
9301,2014,420.3,0.0,1986,M,Lüterswil SO,1992,2020,,FT,verheiratet (freiw. getr.),0,,True,28,20-29
9301,2013,658.95,0.0,1986,M,Lüterswil SO,1992,2020,,FT,verheiratet (freiw. getr.),0,,True,27,20-29
9301,2012,1463.5,0.0,1986,M,Lüterswil SO,1992,2020,,FT,verheiratet (freiw. getr.),0,,True,26,20-29
9301,2011,1403.2,0.0,1986,M,Lüterswil SO,1992,2020,,FT,verheiratet (freiw. getr.),0,,True,25,20-29
7322,2011,0.0,0.0,1988,F,,1988,2017,,VH,verheiratet,0,,False,23,20-29
9301,2010,190.45,0.0,1986,M,Lüterswil SO,1992,2020,,FT,verheiratet (freiw. getr.),0,,True,24,20-29
7322,2010,0.0,0.0,1988,F,,1988,2017,,VH,verheiratet,0,,False,22,20-29
9302,2015,2346.3,0.0,1989,M,Lüterswil SO,1992,2015,,VH,verheiratet,0,,True,26,20-29
7313,2011,0.0,0.0,1988,M,,1988,2016,,LE,ledig,0,,True,23,20-29
7313,2012,0.0,0.0,1988,M,,1988,2016,,LE,ledig,0,,True,24,20-29
7313,2013,0.0,0.0,1988,M,,1988,2016,,LE,ledig,0,,True,25,20-29
7313,2014,0.0,0.0,1988,M,,1988,2016,,LE,ledig,0,,True,26,20-29
7313,2015,2362.85,0.0,1988,M,,1988,2016,,LE,ledig,0,,True,27,20-29
7313,2016,0.0,0.0,1988,M,,1988,2016,,LE,ledig,0,,True,28,20-29
7317,2010,2726.85,0.0,1982,M,Obergerlafingen,1988,,,LE,ledig,0,,True,28,20-29
7317,2011,3185.05,0.0,1982,M,Obergerlafingen,1988,,,LE,ledig,0,,True,29,20-29
9306,2016,0.0,0.0,1991,M,Recherswil SO,2012,2016,,LE,ledig,0,,True,25,20-29
9306,2015,2848.65,0.0,1991,M,Recherswil SO,2012,2016,,LE,ledig,0,,True,24,20-29
9306,2014,3548.2,0.0,1991,M,Recherswil SO,2012,2016,,LE,ledig,0,,True,23,20-29
9306,2013,2939.6,0.0,1991,M,Recherswil SO,2012,2016,,LE,ledig,0,,True,22,20-29
9306,2012,1366.3,0.0,1991,M,Recherswil SO,2012,2016,,LE,ledig,0,,True,21,20-29
9305,2015,0.0,0.0,1990,M,Deitingen SO,2014,2015,,LE,ledig,0,,True,25,20-29
9305,2014,53.4,0.0,1990,M,Deitingen SO,2014,2015,,LE,ledig,0,,True,24,20-29
9302,2014,3996.5,0.0,1989,M,Lüterswil SO,1992,2015,,VH,verheiratet,0,,True,25,20-29
7348,2012,821.25,0.0,1987,F,Bern BE,2012,2015,,LE,ledig,0,,False,25,20-29
7348,2013,781.15,0.0,1987,F,Bern BE,2012,2015,,LE,ledig,0,,False,26,20-29
7348,2014,679.25,0.0,1987,F,Bern BE,2012,2015,,LE,ledig,0,,False,27,20-29
7360,2012,2816.55,0.0,1988,F,Obergerlafingen SO,2011,2013,,LE,ledig,0,,False,24,20-29
7360,2013,0.0,0.0,1988,F,Obergerlafingen SO,2011,2013,,LE,ledig,0,,False,25,20-29
7362,2010,1500.4,0.0,1988,F,,1988,,,LE,ledig,0,,False,22,20-29
7362,2011,1432.25,0.0,1988,F,,1988,,,LE,ledig,0,,False,23,20-29
7362,2012,1277.9,0.0,1988,F,,1988,,,LE,ledig,0,,False,24,20-29
7362,2013,1512.8,0.0,1988,F,,1988,,,LE,ledig,0,,False,25,20-29
7362,2014,1552.05,0.0,1988,F,,1988,,,LE,ledig,0,,False,26,20-29
7362,2015,1673.55,0.0,1988,F,,1988,,,LE,ledig,0,,False,27,20-29
7362,2016,1480.4,0.8,1988,F,,1988,,,LE,ledig,0,,False,28,20-29
7362,2017,1633.85,17.75,1988,F,,1988,,,LE,ledig,0,,False,29,20-29
7372,2010,925.85,0.0,1989,F,Recherswil SO,2009,2011,,LE,ledig,0,,False,21,20-29
7372,2011,0.0,0.0,1989,F,Recherswil SO,2009,2011,,LE,ledig,0,,False,22,20-29
